yyyymm,Y,LY,DY,EP,DE,b/m,tbl,dfy,lty,dfr,ntis,infl,ltr,TMS,DP,svar
196207,0.021669,0.0652,3.3417,-2.8145,-0.5240,0.6452260298,0.0292,-1.4233,0.0412,0.0094,0.0304859039,0.0033112583,-0.0109,-0.0401,-3.3385,0.0018434772
196208,-0.048816,0.0217,3.3536,-2.8240,-0.5265,0.6333103516,0.0282,-1.4367,0.0401,-0.0044,0.0293287512,0.0000000000,0.0187,-0.0095,-3.3504,0.0008019519
196209,0.008313,-0.0488,3.3010,-2.7689,-0.5289,0.6663442606,0.0278,-1.4500,0.0398,0.0028,0.0306016141,0.0033003300,0.0061,-0.0217,-3.2978,0.0011769981
196210,0.108268,0.0083,3.3022,-2.7602,-0.5341,0.6541533140,0.0274,-1.4800,0.0395,-0.0016,0.0280945039,0.0000000000,0.0084,-0.0190,-3.2942,0.0034521082
196211,0.015534,0.1083,3.3910,-2.8439,-0.5391,0.5941783459,0.0283,-1.5100,0.0396,0.0041,0.0248105069,0.0000000000,0.0021,-0.0262,-3.3831,0.0012747828
196212,0.050367,0.0155,3.3965,-2.8445,-0.5441,0.5916270511,0.0287,-1.5400,0.0395,-0.0012,0.0199680704,0.0000000000,0.0035,-0.0252,-3.3886,0.0005438823
196301,-0.024189,0.0504,3.4366,-2.8889,-0.5446,0.5649849894,0.0291,-1.5467,0.0398,0.0060,0.0171362735,0.0000000000,-0.0001,-0.0292,-3.4334,0.0006997698
196302,0.036581,-0.0242,3.4042,-2.8560,-0.5451,0.5819531179,0.0292,-1.5533,0.0400,0.0015,0.0132367896,0.0000000000,0.0008,-0.0284,-3.4010,0.0003921329
196303,0.049070,0.0366,3.4359,-2.8872,-0.5456,0.5875285706,0.0289,-1.5600,0.0401,0.0017,0.0143801710,0.0032894737,0.0009,-0.0280,-3.4328,0.0003599355
196304,0.019674,0.0491,3.4802,-2.9230,-0.5495,0.5587292741,0.0290,-1.5867,0.0405,-0.0039,0.0151994274,0.0000000000,-0.0012,-0.0302,-3.4724,0.0003221604
196305,-0.018605,0.0197,3.4867,-2.9257,-0.5533,0.5516121932,0.0293,-1.6133,0.0406,0.0025,0.0146485330,0.0000000000,0.0023,-0.0270,-3.4790,0.0003036557
196306,-0.001821,-0.0186,3.4586,-2.8940,-0.5570,0.5672815754,0.0299,-1.6400,0.0407,0.0024,0.0182632029,0.0032786885,0.0019,-0.0280,-3.4510,0.0002610984
196307,0.053466,-0.0018,3.4475,-2.8802,-0.5659,0.5766216585,0.0318,-1.6767,0.0407,-0.0003,0.0093187320,0.0032679739,0.0031,-0.0287,-3.4460,0.0005297971
196308,-0.010402,0.0535,3.4936,-2.9175,-0.5746,0.5498272363,0.0332,-1.7133,0.0408,0.0014,0.0095200761,0.0000000000,0.0021,-0.0311,-3.4921,0.0003269086
196309,0.034825,-0.0104,3.4810,-2.8962,-0.5833,0.5472236248,0.0338,-1.7500,0.0410,-0.0027,0.0103132620,0.0000000000,0.0004,-0.0334,-3.4795,0.0003299103
196310,-0.004487,0.0348,3.5112,-2.9229,-0.5778,0.5309640772,0.0345,-1.7467,0.0415,0.0075,0.0102799661,0.0032573290,-0.0026,-0.0371,-3.5007,0.0005035319
196311,0.026065,-0.0045,3.4901,-2.9073,-0.5724,0.5342962213,0.0352,-1.7433,0.0414,-0.0036,0.0060125452,0.0000000000,0.0051,-0.0301,-3.4797,0.0031101657
196312,0.027391,0.0261,3.5039,-2.9265,-0.5671,0.5255914542,0.0352,-1.7400,0.0417,-0.0028,0.0089547303,0.0032467532,-0.0006,-0.0358,-3.4936,0.0002735667
196401,0.017015,0.0274,3.5201,-2.9399,-0.5730,0.5106068709,0.0352,-1.7767,0.0421,0.0101,0.0142935705,0.0000000000,-0.0014,-0.0366,-3.5129,0.0001833411
196402,0.017232,0.0170,3.5227,-2.9367,-0.5788,0.5011622966,0.0353,-1.8133,0.0424,0.0065,0.0174079186,0.0000000000,-0.0011,-0.0364,-3.5155,0.0000716995
196403,0.006192,0.0172,3.5305,-2.9389,-0.5844,0.5236754417,0.0354,-1.8500,0.0424,-0.0099,0.0177832391,0.0000000000,0.0037,-0.0317,-3.5233,0.0001147114
196404,0.016815,0.0062,3.5294,-2.9331,-0.5892,0.5253031069,0.0347,-1.8833,0.0423,-0.0007,0.0207680034,0.0000000000,0.0047,-0.0300,-3.5223,0.0002547552
196405,0.018084,0.0168,3.5336,-2.9327,-0.5939,0.5190357804,0.0348,-1.9167,0.0422,0.0007,0.0211793163,0.0000000000,0.0050,-0.0298,-3.5266,0.0002257771
196406,0.018910,0.0181,3.5429,-2.9374,-0.5985,0.5122068551,0.0348,-1.9500,0.0419,-0.0021,0.0205029799,0.0032362460,0.0069,-0.0279,-3.5358,0.0003978509
196407,-0.011621,0.0189,3.5539,-2.9447,-0.6008,0.5063607181,0.0346,-1.9767,0.0421,0.0044,0.0213126914,0.0032258065,0.0008,-0.0338,-3.5455,0.0001989067
196408,0.030399,-0.0116,3.5292,-2.9178,-0.6031,0.5079429444,0.0350,-2.0033,0.0423,0.0017,0.0206966751,-0.0032154341,0.0020,-0.0330,-3.5209,0.0004259263
196409,0.008745,0.0304,3.5492,-2.9356,-0.6054,0.4865371214,0.0353,-2.0300,0.0421,-0.0029,0.0204031456,0.0032258065,0.0050,-0.0303,-3.5410,0.0001704974
196410,0.001598,0.0087,3.5490,-2.9377,-0.6032,0.4878132588,0.0357,-2.0367,0.0421,0.0007,0.0201157932,0.0000000000,0.0043,-0.0314,-3.5408,0.0001870439
196411,0.005228,0.0016,3.5356,-2.9266,-0.6010,0.4865037753,0.0364,-2.0433,0.0422,-0.0021,0.0191674784,0.0032154341,0.0017,-0.0347,-3.5275,0.0002128659
196412,0.034791,0.0052,3.5314,-2.9246,-0.5988,0.4872273003,0.0384,-2.0500,0.0423,0.0058,0.0230953694,0.0000000000,0.0030,-0.0354,-3.5234,0.0003512133
196501,0.003746,0.0348,3.5560,-2.9477,-0.6017,0.4717231907,0.0381,-2.0767,0.0422,0.0041,0.0179038005,0.0000000000,0.0040,-0.0341,-3.5494,0.0001658128
196502,-0.012213,0.0037,3.5479,-2.9368,-0.6045,0.4713994776,0.0393,-2.1033,0.0424,-0.0005,0.0148232673,0.0000000000,0.0014,-0.0379,-3.5413,0.0003931965
196503,0.035612,-0.0122,3.5267,-2.9129,-0.6072,0.4694899050,0.0393,-2.1300,0.0422,-0.0042,0.0191342809,0.0032051282,0.0054,-0.0339,-3.5201,0.0001446203
196504,-0.003122,0.0356,3.5538,-2.9352,-0.6107,0.4525593347,0.0393,-2.1633,0.0422,-0.0015,0.0147225723,0.0031948882,0.0036,-0.0357,-3.5460,0.0001627597
196505,-0.046880,-0.0031,3.5382,-2.9163,-0.6142,0.4546642848,0.0389,-2.1967,0.0423,-0.0026,0.0162450566,0.0000000000,0.0018,-0.0371,-3.5304,0.0003337640
196506,0.014486,-0.0469,3.4806,-2.8553,-0.6176,0.4808589565,0.0380,-2.2300,0.0423,-0.0044,0.0175512226,0.0063694268,0.0047,-0.0333,-3.4729,0.0018293746
196507,0.027560,0.0145,3.4862,-2.8591,-0.6208,0.4733821762,0.0384,-2.2600,0.0424,-0.0003,0.0156274939,0.0000000000,0.0022,-0.0362,-3.4799,0.0005218656
196508,0.033366,0.0276,3.5021,-2.8718,-0.6240,0.4673608778,0.0384,-2.2900,0.0428,0.0007,0.0156011883,0.0000000000,-0.0013,-0.0397,-3.4958,0.0001075344
196509,0.028812,0.0334,3.5273,-2.8939,-0.6271,0.4485374713,0.0392,-2.3200,0.0433,0.0019,0.0168953899,0.0000000000,-0.0034,-0.0426,-3.5210,0.0002991012
196510,-0.003821,0.0288,3.5480,-2.9070,-0.6336,0.4344205991,0.0403,-2.3700,0.0433,0.0019,0.0174641930,0.0031645570,0.0027,-0.0376,-3.5405,0.0001883791
196511,0.010349,-0.0038,3.5317,-2.8844,-0.6399,0.4408953111,0.0409,-2.4200,0.0441,0.0005,0.0207624998,0.0000000000,-0.0062,-0.0471,-3.5243,0.0001414189
196512,0.005705,0.0103,3.5332,-2.8797,-0.6461,0.4306378062,0.0438,-2.4700,0.0450,-0.0071,0.0208375187,0.0031545741,-0.0078,-0.0516,-3.5258,0.0003013655
196601,-0.012750,0.0057,3.5307,-2.8750,-0.6484,0.4243983284,0.0459,-2.5000,0.0457,0.0126,0.0202786269,0.0000000000,-0.0104,-0.0563,-3.5234,0.0001518044
196602,-0.023041,-0.0128,3.5053,-2.8475,-0.6506,0.4384960447,0.0465,-2.5300,0.0477,0.0137,0.0200259742,0.0062893082,-0.0250,-0.0715,-3.4980,0.0003370655
196603,0.022158,-0.0230,3.4760,-2.8160,-0.6528,0.4901759356,0.0459,-2.5600,0.0460,-0.0355,0.0167881795,0.0031250000,0.0296,-0.0163,-3.4688,0.0009310079
196604,-0.049140,0.0222,3.4891,-2.8288,-0.6543,0.4854982435,0.0462,-2.5833,0.0467,0.0076,0.0156362514,0.0062305296,-0.0063,-0.0525,-3.4831,0.0003512647
196605,-0.014380,-0.0491,3.4274,-2.7658,-0.6557,0.5127422037,0.0464,-2.6067,0.0473,0.0033,0.0159456010,0.0000000000,-0.0059,-0.0523,-3.4215,0.0019354754
196606,-0.012129,-0.0144,3.4052,-2.7421,-0.6572,0.5209746006,0.0450,-2.6300,0.0477,0.0046,0.0171229559,0.0030959752,-0.0016,-0.0466,-3.3993,0.0005012069
196607,-0.071650,-0.0121,3.3858,-2.7255,-0.6532,0.5349430008,0.0480,-2.6267,0.0482,-0.0061,0.0186412636,0.0030864198,-0.0037,-0.0517,-3.3787,0.0010137845
196608,-0.006244,-0.0717,3.2978,-2.6416,-0.6492,0.5749546556,0.0496,-2.6233,0.0499,-0.0053,0.0214702713,0.0061538462,-0.0206,-0.0702,-3.2908,0.0031652347
196609,0.048333,-0.0062,3.2838,-2.6315,-0.6453,0.5854924957,0.0537,-2.6200,0.0480,-0.0254,0.0169844585,0.0000000000,0.0332,-0.0205,-3.2768,0.0016003107
196610,0.011223,0.0483,3.3233,-2.6755,-0.6500,0.5616613181,0.0535,-2.6400,0.0467,0.0033,0.0151840797,0.0061162080,0.0228,-0.0307,-3.3256,0.0025467766
196611,0.000326,0.0112,3.3287,-2.6762,-0.6548,0.5726449298,0.0532,-2.6600,0.0480,0.0128,0.0175496373,0.0000000000,-0.0148,-0.0680,-3.3310,0.0007744163
196612,0.079215,0.0003,3.3295,-2.6723,-0.6595,0.5769451056,0.0496,-2.6800,0.0455,-0.0212,0.0172076295,0.0000000000,0.0413,-0.0083,-3.3318,0.0006269421
196701,0.007514,0.0792,3.4071,-2.7536,-0.6500,0.5333631411,0.0472,-2.6367,0.0448,0.0296,0.0156975215,0.0000000000,0.0154,-0.0318,-3.4036,0.0007334878
196702,0.041137,0.0075,3.4056,-2.7617,-0.6405,0.5400478931,0.0456,-2.5933,0.0465,0.0020,0.0177009311,0.0000000000,-0.0221,-0.0677,-3.4021,0.0004124037
196703,0.043371,0.0411,3.4408,-2.8064,-0.6309,0.5495507979,0.0426,-2.5500,0.0455,-0.0081,0.0149212351,0.0030395137,0.0198,-0.0228,-3.4373,0.0005011362
196704,-0.046810,0.0434,3.4787,-2.8552,-0.6235,0.5305166936,0.0384,-2.5100,0.0477,0.0220,0.0150458766,0.0030303030,-0.0291,-0.0675,-3.4787,0.0008370969
196705,0.019319,-0.0468,3.4248,-2.8087,-0.6161,0.5582011823,0.0360,-2.4700,0.0482,-0.0215,0.0114640939,0.0030211480,-0.0039,-0.0399,-3.4248,0.0008903396
196706,0.046454,0.0193,3.4422,-2.8335,-0.6086,0.5532048450,0.0354,-2.4300,0.0507,0.0089,0.0101528235,0.0030120482,-0.0312,-0.0666,-3.4422,0.0010707328
196707,-0.006824,0.0465,3.4865,-2.8798,-0.6045,0.5262983279,0.0421,-2.4133,0.0505,-0.0027,0.0066870035,0.0030030030,0.0068,-0.0353,-3.4842,0.0002184469
196708,0.033815,-0.0068,3.4724,-2.8699,-0.6003,0.5280209478,0.0427,-2.3967,0.0514,0.0077,0.0058413147,0.0029940120,-0.0084,-0.0511,-3.4702,0.0002966179
196709,-0.027448,0.0338,3.5024,-2.9040,-0.5961,0.5135648458,0.0442,-2.3800,0.0517,0.0098,0.0055998163,0.0029850746,-0.0004,-0.0446,-3.5001,0.0003585438
196710,0.006435,-0.0274,3.4706,-2.8726,-0.5980,0.5409552822,0.0456,-2.3900,0.0549,0.0119,0.0037152213,0.0029761905,-0.0400,-0.0856,-3.4706,0.0004449025
196711,0.027079,0.0064,3.4717,-2.8718,-0.5999,0.5433826972,0.0473,-2.4000,0.0567,-0.0076,0.0027729982,0.0029673591,-0.0196,-0.0669,-3.4717,0.0009547825
196712,-0.041875,0.0271,3.4976,-2.8959,-0.6018,0.5257924451,0.0497,-2.4100,0.0556,-0.0065,0.0143611100,0.0029585799,0.0192,-0.0305,-3.4976,0.0002708992
196801,-0.026900,-0.0419,3.4528,-2.8442,-0.6052,0.5563023835,0.0500,-2.4367,0.0536,0.0033,0.0128542354,0.0058997050,0.0328,-0.0172,-3.4494,0.0004833189
196802,0.009696,-0.0269,3.4177,-2.8057,-0.6086,0.5662105889,0.0498,-2.4633,0.0542,0.0070,0.0104508102,0.0029325513,-0.0033,-0.0531,-3.4143,0.0008204453
196803,0.084092,0.0097,3.4236,-2.8083,-0.6120,0.5668098065,0.0517,-2.4900,0.0560,0.0015,0.0126772459,0.0029239766,-0.0212,-0.0729,-3.4202,0.0013954810
196804,0.016374,0.0841,3.4990,-2.8791,-0.6154,0.5223520642,0.0538,-2.5200,0.0547,-0.0179,0.0081402394,0.0029154519,0.0227,-0.0311,-3.4945,0.0016075746
196805,0.009916,0.0164,3.5056,-2.8823,-0.6188,0.5300333704,0.0566,-2.5500,0.0547,-0.0011,0.0106465009,0.0029069767,0.0043,-0.0523,-3.5011,0.0003865310
196806,-0.017444,0.0099,3.5102,-2.8836,-0.6221,0.5307418133,0.0552,-2.5800,0.0534,-0.0108,0.0120901814,0.0057971014,0.0230,-0.0322,-3.5057,0.0004995047
196807,0.016415,-0.0174,3.4870,-2.8595,-0.6230,0.5396375991,0.0531,-2.5967,0.0517,0.0052,0.0138855278,0.0057636888,0.0289,-0.0242,-3.4826,0.0007566193
196808,0.039351,0.0164,3.4940,-2.8656,-0.6240,0.5318021004,0.0509,-2.6133,0.0520,0.0209,0.0180351377,0.0028653295,-0.0003,-0.0512,-3.4896,0.0003164034
196809,0.008587,0.0394,3.5274,-2.8981,-0.6249,0.5091954391,0.0519,-2.6300,0.0531,0.0049,0.0182871234,0.0028571429,-0.0102,-0.0621,-3.5230,0.0002682317
196810,0.053580,0.0086,3.5301,-2.8994,-0.6263,0.5003202470,0.0535,-2.6500,0.0543,-0.0028,0.0194101820,0.0056980057,-0.0132,-0.0667,-3.5257,0.0002684030
196811,-0.040826,0.0536,3.5726,-2.9404,-0.6278,0.4837170585,0.0545,-2.6700,0.0566,0.0043,0.0211887855,0.0028328612,-0.0269,-0.0814,-3.5682,0.0002629658
196812,-0.007547,-0.0408,3.5257,-2.8921,-0.6293,0.5049006623,0.0596,-2.6900,0.0598,0.0130,0.0319614467,0.0028248588,-0.0363,-0.0959,-3.5214,0.0003339751
196901,-0.042321,-0.0075,3.5131,-2.8804,-0.6295,0.5036731674,0.0614,-2.7000,0.0617,0.0345,0.0365244924,0.0028169014,-0.0206,-0.0820,-3.5099,0.0006067703
196902,0.034847,-0.0423,3.4614,-2.8284,-0.6297,0.5263971896,0.0612,-2.7100,0.0618,-0.0202,0.0413173288,0.0056179775,0.0042,-0.0570,-3.4581,0.0005955963
196903,0.022771,0.0348,3.4920,-2.8589,-0.6299,0.5570402360,0.0602,-2.7200,0.0620,-0.0210,0.0395080039,0.0083798883,0.0010,-0.0592,-3.4888,0.0005416310
196904,0.003854,0.0228,3.5100,-2.8790,-0.6278,0.5484224042,0.0611,-2.7167,0.0593,-0.0092,0.0442909517,0.0055401662,0.0427,-0.0184,-3.5068,0.0005504122
196905,-0.054357,0.0039,3.5046,-2.8756,-0.6258,0.5558044285,0.0604,-2.7133,0.0635,0.0263,0.0440056458,0.0027548209,-0.0490,-0.1094,-3.5014,0.0004268974
196906,-0.058632,-0.0544,3.4442,-2.8173,-0.6237,0.5967773337,0.0644,-2.7100,0.0623,-0.0179,0.0451527603,0.0054945055,0.0214,-0.0430,-3.4410,0.0007522369
196907,0.045728,-0.0586,3.3789,-2.7524,-0.6244,0.6390179896,0.0700,-2.7200,0.0621,-0.0074,0.0511608862,0.0054644809,0.0079,-0.0621,-3.3768,0.0023056500
196908,-0.023941,0.0457,3.4161,-2.7888,-0.6251,0.6227889856,0.0698,-2.7300,0.0630,0.0049,0.0469147527,0.0054347826,-0.0069,-0.0767,-3.4139,0.0009182338
196909,0.046900,-0.0239,3.3886,-2.7606,-0.6259,0.6408884625,0.0709,-2.7400,0.0677,0.0287,0.0483912244,0.0027027027,-0.0531,-0.1240,-3.3865,0.0008915878
196910,-0.029152,0.0469,3.4298,-2.8102,-0.6186,0.6087687940,0.0700,-2.7000,0.0653,-0.0238,0.0486302811,0.0053908356,0.0365,-0.0335,-3.4287,0.0007537233
196911,-0.016922,-0.0292,3.3928,-2.7805,-0.6112,0.6415117567,0.0724,-2.6600,0.0676,-0.0228,0.0479040093,0.0053619303,-0.0243,-0.0967,-3.3918,0.0005091362
196912,-0.075398,-0.0169,3.3729,-2.7680,-0.6038,0.6510820131,0.0782,-2.6200,0.0687,-0.0066,0.0342737833,0.0053333333,-0.0068,-0.0850,-3.3719,0.0011635548
197001,0.059521,-0.0754,3.2923,-2.6972,-0.5941,0.7003467462,0.0787,-2.5667,0.0693,0.0162,0.0344732080,0.0026525199,-0.0021,-0.0808,-3.2913,0.0010670973
197002,0.002806,0.0595,3.3426,-2.7573,-0.5843,0.6701475070,0.0713,-2.5133,0.0651,-0.0186,0.0358552170,0.0052910053,0.0587,-0.0126,-3.3416,0.0010587117
197003,-0.088831,0.0028,3.3430,-2.7676,-0.5744,0.6903267691,0.0663,-2.4600,0.0661,0.0023,0.0358415812,0.0052631579,-0.0068,-0.0731,-3.3420,0.0009635390
197004,-0.054689,-0.0888,3.2471,-2.6793,-0.5668,0.7367505808,0.0651,-2.4200,0.0699,0.0163,0.0357121248,0.0078534031,-0.0413,-0.1064,-3.2461,0.0016146770
197005,-0.049032,-0.0547,3.1832,-2.6229,-0.5592,0.7742276283,0.0684,-2.3800,0.0743,0.0305,0.0386610283,0.0025974026,-0.0468,-0.1152,-3.1821,0.0081518544
197006,0.075523,-0.0490,3.1308,-2.5782,-0.5515,0.7933814171,0.0668,-2.3400,0.0709,-0.0485,0.0422907479,0.0051813472,0.0486,-0.0182,-3.1297,0.0026519110
197007,0.049778,0.0755,3.2005,-2.6587,-0.5407,0.7387075682,0.0645,-2.2833,0.0687,0.0237,0.0430738217,0.0051546392,0.0319,-0.0326,-3.1994,0.0021264764
197008,0.034702,0.0498,3.2429,-2.7120,-0.5299,0.7092782966,0.0641,-2.2267,0.0694,0.0119,0.0387292526,0.0000000000,-0.0019,-0.0660,-3.2419,0.0018871043
197009,-0.009032,0.0347,3.2743,-2.7543,-0.5189,0.7129147605,0.0612,-2.1700,0.0680,-0.0089,0.0379424193,0.0051282051,0.0228,-0.0384,-3.2733,0.0010579649
197010,0.054387,-0.0090,3.2618,-2.7573,-0.5098,0.7176982835,0.0591,-2.1100,0.0693,0.0013,0.0369624911,0.0051020408,-0.0109,-0.0700,-3.2671,0.0010433957
197011,0.058684,0.0544,3.3134,-2.8183,-0.5004,0.6829200720,0.0528,-2.0500,0.0637,-0.0207,0.0352249280,0.0050761421,0.0791,0.0263,-3.3187,0.0008854536
197012,0.042828,0.0587,3.3739,-2.8883,-0.4909,0.6464263577,0.0487,-1.9900,0.0648,0.0456,0.0314617074,0.0050505051,-0.0084,-0.0571,-3.3792,0.0005351999
197101,0.013317,0.0428,3.4189,-2.9222,-0.4999,0.6244099021,0.0444,-2.0300,0.0612,0.0026,0.0305931302,0.0000000000,0.0506,0.0062,-3.4221,0.0005410309
197102,0.039068,0.0133,3.4311,-2.9254,-0.5089,0.6170704232,0.0370,-2.0700,0.0629,-0.0203,0.0258013751,0.0025125628,-0.0163,-0.0533,-3.4343,0.0004514536
197103,0.036965,0.0391,3.4704,-2.9558,-0.5179,0.6338113825,0.0338,-2.1100,0.0593,-0.0268,0.0263988451,0.0025062657,0.0526,0.0188,-3.4736,0.0004927194
197104,-0.037150,0.0370,3.5093,-2.9850,-0.5253,0.6086541014,0.0386,-2.1467,0.0619,0.0047,0.0265569787,0.0025000000,-0.0283,-0.0669,-3.5104,0.0003075549
197105,0.002439,-0.0372,3.4679,-2.9363,-0.5327,0.6314096562,0.0414,-2.1833,0.0624,-0.0155,0.0297225774,0.0049875312,-0.0006,-0.0420,-3.4690,0.0005392763
197106,-0.040827,0.0024,3.4697,-2.9307,-0.5401,0.6432210427,0.0475,-2.2200,0.0641,0.0266,0.0272784983,0.0074441687,-0.0159,-0.0634,-3.4708,0.0009245396
197107,0.042036,-0.0408,3.4286,-2.8816,-0.5480,0.6677306245,0.0540,-2.2600,0.0643,-0.0055,0.0257963205,0.0024630542,0.0030,-0.0510,-3.4296,0.0005184344
197108,-0.005038,0.0420,3.4651,-2.9103,-0.5559,0.6382575968,0.0494,-2.3000,0.0610,0.0083,0.0267819627,0.0024570025,0.0471,-0.0023,-3.4662,0.0024512229
197109,-0.040129,-0.0050,3.4592,-2.8965,-0.5638,0.6460848296,0.0469,-2.3400,0.0598,-0.0306,0.0279344169,0.0000000000,0.0204,-0.0265,-3.4603,0.0005242639
197110,0.002898,-0.0401,3.4176,-2.8374,-0.5824,0.6831942789,0.0446,-2.4367,0.0588,0.0115,0.0292438290,0.0024509804,0.0167,-0.0279,-3.4197,0.0006619355
197111,0.087880,0.0029,3.4172,-2.8186,-0.6007,0.6894892583,0.0422,-2.5333,0.0596,0.0076,0.0294519101,0.0000000000,-0.0047,-0.0469,-3.4193,0.0018662556
197112,0.019088,0.0879,3.5020,-2.8854,-0.6188,0.6439002471,0.0401,-2.6300,0.0597,0.0179,0.0340233587,0.0048899756,0.0044,-0.0357,-3.5042,0.0011829844
197201,0.030221,0.0191,3.5221,-2.8969,-0.6252,0.6353569726,0.0338,-2.6667,0.0606,0.0030,0.0330751166,0.0000000000,-0.0063,-0.0401,-3.5221,0.0004942247
197202,0.007315,0.0302,3.5471,-2.9156,-0.6316,0.6175858985,0.0320,-2.7033,0.0602,0.0019,0.0330297786,0.0048661800,0.0088,-0.0232,-3.5471,0.0002843844
197203,0.005476,0.0073,3.5530,-2.9151,-0.6379,0.6459019879,0.0373,-2.7400,0.0613,0.0106,0.0317231825,0.0024213075,-0.0082,-0.0455,-3.5530,0.0005451044
197204,0.022019,0.0055,3.5574,-2.9104,-0.6470,0.6367838016,0.0371,-2.7933,0.0615,0.0008,0.0324918322,0.0024154589,0.0027,-0.0344,-3.5574,0.0003833915
197205,-0.020156,0.0220,3.5745,-2.9184,-0.6561,0.6324423349,0.0369,-2.8467,0.0597,-0.0107,0.0306570665,0.0024096386,0.0270,-0.0099,-3.5745,0.0007690517
197206,0.003245,-0.0202,3.5525,-2.8874,-0.6651,0.6540154785,0.0391,-2.9000,0.0607,-0.0003,0.0341993895,0.0024038462,-0.0065,-0.0456,-3.5525,0.0003653522
197207,0.039425,0.0032,3.5548,-2.8803,-0.6734,0.6570495491,0.0398,-2.9533,0.0593,-0.0186,0.0333250925,0.0047961631,0.0216,-0.0182,-3.5537,0.0005954870
197208,-0.003277,0.0394,3.5876,-2.9048,-0.6817,0.6304670395,0.0402,-3.0067,0.0595,0.0043,0.0318487846,0.0023866348,0.0029,-0.0373,-3.5865,0.0005949987
197209,0.010878,-0.0033,3.5816,-2.8906,-0.6899,0.6373850011,0.0466,-3.0600,0.0606,0.0114,0.0328697745,0.0023809524,-0.0083,-0.0549,-3.5805,0.0004657121
197210,0.050297,0.0109,3.5898,-2.8848,-0.6974,0.6358841259,0.0474,-3.1300,0.0591,-0.0133,0.0323534438,0.0047505938,0.0234,-0.0240,-3.5823,0.0008582678
197211,0.013663,0.0503,3.6269,-2.9146,-0.7048,0.5967334833,0.0478,-3.2000,0.0577,0.0023,0.0309522498,0.0023640662,0.0226,-0.0252,-3.6194,0.0004884564
197212,-0.016752,0.0137,3.6311,-2.9117,-0.7120,0.5956745946,0.0507,-3.2700,0.0599,0.0225,0.0342034837,0.0023584906,-0.0229,-0.0736,-3.6237,0.0005171710
197301,-0.033818,-0.0168,3.6064,-2.8749,-0.7294,0.6081960321,0.0541,-3.3900,0.0685,0.0267,0.0356473121,0.0023529412,-0.0321,-0.0862,-3.6043,0.0005156042
197302,-0.001093,-0.0338,3.5661,-2.8175,-0.7465,0.6361837352,0.0560,-3.5100,0.0688,0.0009,0.0362998670,0.0070422535,0.0014,-0.0546,-3.5640,0.0012645944
197303,-0.040064,-0.0011,3.5626,-2.7973,-0.7632,0.6760181281,0.0609,-3.6300,0.0686,-0.0037,0.0367061493,0.0093240093,0.0082,-0.0527,-3.5605,0.0015575644
197304,-0.013950,-0.0401,3.5188,-2.7348,-0.7788,0.6977198485,0.0626,-3.7567,0.0687,0.0015,0.0378332368,0.0069284065,0.0046,-0.0580,-3.5136,0.0015175398
197305,-0.005178,-0.0140,3.4945,-2.6953,-0.7940,0.7132159617,0.0636,-3.8833,0.0703,0.0066,0.0396022163,0.0068807339,-0.0105,-0.0741,-3.4893,0.0030775217
197306,0.039128,-0.0052,3.4827,-2.6686,-0.8089,0.7209743078,0.0719,-4.0100,0.0710,-0.0035,0.0390133985,0.0068337130,-0.0021,-0.0740,-3.4775,0.0021646025
197307,-0.031544,0.0391,3.5148,-2.6849,-0.8247,0.6939766839,0.0801,-4.1467,0.0760,-0.0043,0.0373500626,0.0022624434,-0.0433,-0.1234,-3.5096,0.0018680136
197308,0.042219,-0.0315,3.4722,-2.6270,-0.8401,0.7243372354,0.0867,-4.2833,0.0728,-0.0035,0.0373887675,0.0180586907,0.0391,-0.0476,-3.4671,0.0010958834
197309,0.000312,0.0422,3.5064,-2.6462,-0.8551,0.6788089959,0.0829,-4.4200,0.0703,0.0038,0.0343612257,0.0022172949,0.0318,-0.0511,-3.5013,0.0009345578
197310,-0.107220,0.0003,3.5000,-2.6247,-0.8641,0.6720817914,0.0722,-4.5400,0.0689,-0.0281,0.0346603301,0.0088495575,0.0215,-0.0507,-3.4889,0.0013447449
197311,0.017971,-0.1072,3.3680,-2.4841,-0.8729,0.7818789906,0.0783,-4.6600,0.0712,0.0261,0.0387363392,0.0065789474,-0.0183,-0.0966,-3.3570,0.0043697483
197312,-0.008120,0.0180,3.3734,-2.4811,-0.8814,0.7555884634,0.0745,-4.7800,0.0726,-0.0007,0.0130073951,0.0065359477,-0.0082,-0.0827,-3.3625,0.0053583380
197401,0.001992,-0.0081,3.3524,-2.4629,-0.8836,0.7514464380,0.0777,-4.8267,0.0740,0.0030,0.0116267491,0.0086580087,-0.0083,-0.0860,-3.3465,0.0034094717
197402,-0.021818,0.0020,3.3429,-2.4512,-0.8858,0.7470977188,0.0712,-4.8733,0.0748,0.0033,0.0109186477,0.0128755365,-0.0024,-0.0736,-3.3370,0.0018780077
197403,-0.037649,-0.0218,3.3134,-2.4196,-0.8880,0.8151840129,0.0796,-4.9200,0.0783,-0.0015,0.0103999361,0.0127118644,-0.0292,-0.1088,-3.3076,0.0016936350
197404,-0.026896,-0.0376,3.2678,-2.3648,-0.8972,0.8248580819,0.0833,-5.0267,0.0816,-0.0088,0.0096574913,0.0041841004,-0.0253,-0.1086,-3.2620,0.0017291765
